Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
URY50789,Porcine respiratory coronavirus 135,GenBank,,OM830318,,"Keep,S., Carr,B.V., Lean,F.Z.X., Fones,A., Newman,J., Dowgier,G., Freimanis,G., Vatzia,E., Polo,N., Everest,H., Webb,I., Mcnee,A., Paudyal,B., Thakur,N., Nunez,A., MacLoughlin,R., Maier,H., Hammond,J., Bailey,D., Waters,R., Charleston,B., Tuthill,T., Britton,P., Bickerton,E., Tchilian,E., Freimanis,G.L.",2022-06-16,86/135308,Alphacoronavirus 1,Alphacoronavirus,Coronaviridae,ssRNA(+),1225,,,1,spike protein,United Kingdom,United Kingdom,,Sus scrofa,,1986-09-01,,,spike protein [Porcine respiratory coronavirus 135]
URY50797,Porcine respiratory coronavirus 310,GenBank,,OM830319,,"Keep,S., Carr,B.V., Lean,F.Z.X., Fones,A., Newman,J., Dowgier,G., Freimanis,G., Vatzia,E., Polo,N., Everest,H., Webb,I., Mcnee,A., Paudyal,B., Thakur,N., Nunez,A., MacLoughlin,R., Maier,H., Hammond,J., Bailey,D., Waters,R., Charleston,B., Tuthill,T., Britton,P., Bickerton,E., Tchilian,E., Freimanis,G.L.",2022-06-16,AR310,Alphacoronavirus 1,Alphacoronavirus,Coronaviridae,ssRNA(+),1222,,,1,spike protein,USA,USA,,Sus scrofa,,1993-06-01,,,spike protein [Porcine respiratory coronavirus 310]
URY50805,Porcine respiratory coronavirus 137,GenBank,,OM830320,,"Keep,S., Carr,B.V., Lean,F.Z.X., Fones,A., Newman,J., Dowgier,G., Freimanis,G., Vatzia,E., Polo,N., Everest,H., Webb,I., Mcnee,A., Paudyal,B., Thakur,N., Nunez,A., MacLoughlin,R., Maier,H., Hammond,J., Bailey,D., Waters,R., Charleston,B., Tuthill,T., Britton,P., Bickerton,E., Tchilian,E., Freimanis,G.L.",2022-06-16,86/135308,Alphacoronavirus 1,Alphacoronavirus,Coronaviridae,ssRNA(+),1225,,,1,spike protein,United Kingdom,United Kingdom,,Sus scrofa,,1986-09-01,,,spike protein [Porcine respiratory coronavirus 137]
URY50813,Porcine respiratory coronavirus ISU-1,GenBank,,OM830321,,"Keep,S., Carr,B.V., Lean,F.Z.X., Fones,A., Newman,J., Dowgier,G., Freimanis,G., Vatzia,E., Polo,N., Everest,H., Webb,I., Mcnee,A., Paudyal,B., Thakur,N., Nunez,A., MacLoughlin,R., Maier,H., Hammond,J., Bailey,D., Waters,R., Charleston,B., Tuthill,T., Britton,P., Bickerton,E., Tchilian,E., Freimanis,G.L.",2022-06-16,ISU-1,Alphacoronavirus 1,Alphacoronavirus,Coronaviridae,ssRNA(+),1222,,,1,spike protein,USA,USA,,Sus scrofa,,1990-06-01,,,spike protein [Porcine respiratory coronavirus ISU-1]
URN97258,Avian coronavirus,GenBank,,MW847253,,"Xing,N., Groenke,N., Osterrieder,N., Kunec,D.",2022-06-07,Beaudette-FU,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,,,,spike glycoprotein,Germany,Germany,,Gallus gallus,,,,,spike glycoprotein [Avian coronavirus]
UEI96306,Deltacoronavirus sp.,GenBank,,OL311150,,"Chu,K.K., Zhou,Z.J., Wang,Q., Ye,S.B., Guo,L., Qiu,Y., Zhang,Y.Z., Ge,X.Y., Chu,K.-K., Zhou,Z.-J., Ye,S.-B., Ge,X.-Y., Zhang,Y.-Z.",2022-06-06,HNU4-1,Deltacoronavirus sp.,Deltacoronavirus,Coronaviridae,ssRNA(+),1201,,,1,spike protein,China: Yunnan province,China,,Chroicocephalus ridibundus,,2021-03-03,,,spike protein [Deltacoronavirus sp.]
UEI96316,Deltacoronavirus sp.,GenBank,,OL311151,,"Chu,K.K., Zhou,Z.J., Wang,Q., Ye,S.B., Guo,L., Qiu,Y., Zhang,Y.Z., Ge,X.Y., Chu,K.-K., Zhou,Z.-J., Ye,S.-B., Ge,X.-Y., Zhang,Y.-Z.",2022-06-06,HNU4-2,Deltacoronavirus sp.,Deltacoronavirus,Coronaviridae,ssRNA(+),1201,,,1,spike protein,China: Yunnan province,China,,Chroicocephalus ridibundus,,2021-03-03,,,spike protein [Deltacoronavirus sp.]
UEI96326,Deltacoronavirus sp.,GenBank,,OL311152,,"Chu,K.K., Zhou,Z.J., Wang,Q., Ye,S.B., Guo,L., Qiu,Y., Zhang,Y.Z., Ge,X.Y., Chu,K.-K., Zhou,Z.-J., Ye,S.-B., Ge,X.-Y., Zhang,Y.-Z.",2022-06-06,HNU4-3,Deltacoronavirus sp.,Deltacoronavirus,Coronaviridae,ssRNA(+),1201,,,1,spike protein,China: Yunnan province,China,,Chroicocephalus ridibundus,,2021-03-03,,,spike protein [Deltacoronavirus sp.]
URC25127,Human coronavirus HKU1,GenBank,,ON128609,,"Chen,X., Zhu,Y., Li,Q., Lu,G., Li,C., Jin,R., Li,L., Xu,B., Gao,L., Yin,J., Xie,Z.",2022-05-29,BCH18024,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),1356,,,1,spike glycoprotein,China,China,,Homo sapiens,,2018-05-29,,,spike glycoprotein [Human coronavirus HKU1]
URC25135,Human coronavirus HKU1,GenBank,,ON128610,,"Chen,X., Zhu,Y., Li,Q., Lu,G., Li,C., Jin,R., Li,L., Xu,B., Gao,L., Yin,J., Xie,Z.",2022-05-29,GY18102,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),1356,,,1,spike glycoprotein,China,China,,Homo sapiens,,2018-06-05,,,spike glycoprotein [Human coronavirus HKU1]
URC25143,Human coronavirus HKU1,GenBank,,ON128611,,"Chen,X., Zhu,Y., Li,Q., Lu,G., Li,C., Jin,R., Li,L., Xu,B., Gao,L., Yin,J., Xie,Z.",2022-05-29,WZ17198,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),1356,,,1,spike glycoprotein,China,China,,Homo sapiens,,2018-05-26,,,spike glycoprotein [Human coronavirus HKU1]
URC25151,Human coronavirus HKU1,GenBank,,ON128612,,"Chen,X., Zhu,Y., Li,Q., Lu,G., Li,C., Jin,R., Li,L., Xu,B., Gao,L., Yin,J., Xie,Z.",2022-05-29,WZ17244,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),1356,,,1,spike glycoprotein,China,China,,Homo sapiens,,2018-10-30,,,spike glycoprotein [Human coronavirus HKU1]
URC25161,Human coronavirus HKU1,GenBank,,ON128613,,"Chen,X., Zhu,Y., Li,Q., Lu,G., Li,C., Jin,R., Li,L., Xu,B., Gao,L., Yin,J., Xie,Z.",2022-05-29,GZFE18139,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),1351,,,1,spike glycoprotein,China,China,,Homo sapiens,,2018-09-30,,,spike glycoprotein [Human coronavirus HKU1]
URC25170,Human coronavirus HKU1,GenBank,,ON128614,,"Chen,X., Zhu,Y., Li,Q., Lu,G., Li,C., Jin,R., Li,L., Xu,B., Gao,L., Yin,J., Xie,Z.",2022-05-29,GZFE18147,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),1352,,,1,spike glycoprotein,China,China,,Homo sapiens,,2018-10-18,,,spike glycoprotein [Human coronavirus HKU1]
URC25179,Human coronavirus HKU1,GenBank,,ON128615,,"Chen,X., Zhu,Y., Li,Q., Lu,G., Li,C., Jin,R., Li,L., Xu,B., Gao,L., Yin,J., Xie,Z.",2022-05-29,GZFE18183,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),1352,,,1,spike glycoprotein,China,China,,Homo sapiens,,2018-12-11,,,spike glycoprotein [Human coronavirus HKU1]
URC25188,Human coronavirus HKU1,GenBank,,ON128616,,"Chen,X., Zhu,Y., Li,Q., Lu,G., Li,C., Jin,R., Li,L., Xu,B., Gao,L., Yin,J., Xie,Z.",2022-05-29,GZFE18186,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),1351,,,1,spike glycoprotein,China,China,,Homo sapiens,,2018-12-14,,,spike glycoprotein [Human coronavirus HKU1]
URD31199,Macroglossus bat coronavirus,GenBank,,MZ293732,,,2022-05-29,PREDICT/GCS-003,Macroglossus bat coronavirus,,Coronaviridae,ssRNA(+),1290,,,,spike protein,Cambodia,Cambodia,,Macroglossus sobrinus,feces,2013-11-28,,,spike protein [Macroglossus bat coronavirus]
URD31209,Scotophilus bat coronavirus,GenBank,,MZ293733,,,2022-05-29,PREDICT/GCS-008,Scotophilus bat coronavirus,,Coronaviridae,ssRNA(+),1371,,,,spike protein,Cambodia,Cambodia,,Scotophilus kuhlii,feces,2012-05-30,,,spike protein [Scotophilus bat coronavirus]
URD31216,Myotis bat coronavirus,GenBank,,MZ293734,,,2022-05-29,PREDICT/GCS-011,Myotis bat coronavirus,,Coronaviridae,ssRNA(+),1375,,,,spike protein,Cambodia,Cambodia,,Myotis horsfieldii,feces,2011-06-22,,,spike protein [Myotis bat coronavirus]
URD31223,Hipposideros bat coronavirus,GenBank,,MZ293735,,,2022-05-29,PREDICT/GCS-017,Hipposideros bat coronavirus,,Coronaviridae,ssRNA(+),1356,,,,spike protein,Republic of the Congo,Republic of the Congo,,Hipposideros caffer,feces,2012-07-30,,,spike protein [Hipposideros bat coronavirus]
URD31230,Triaenops bat coronavirus,GenBank,,MZ293736,,,2022-05-29,PREDICT/GCS-019,Triaenops bat coronavirus,,Coronaviridae,ssRNA(+),1373,,,,spike protein,Republic of the Congo,Republic of the Congo,,Triaenops afer,feces,2012-07-30,,,spike protein [Triaenops bat coronavirus]
URD31251,Rousettus bat coronavirus,GenBank,,MZ293739,,,2022-05-29,PREDICT/GCS-242,Rousettus bat coronavirus GCCDC1,Betacoronavirus,Coronaviridae,ssRNA(+),1278,,,,spike protein,Rwanda,Rwanda,,Rousettus aegyptiacus,feces,2013-05-10,,,spike protein [Rousettus bat coronavirus]
URD31259,Cynopterus bat coronavirus,GenBank,,MZ293740,,,2022-05-29,PREDICT/GCS-264,Cynopterus bat coronavirus,,Coronaviridae,ssRNA(+),1273,,,,spike protein,Cambodia,Cambodia,,Cynopterus sp.,feces,2010-12-06,,,spike protein [Cynopterus bat coronavirus]
URD31268,Cynopterus bat coronavirus,GenBank,,MZ293741,,,2022-05-29,PREDICT/GCS-265,Cynopterus bat coronavirus,,Coronaviridae,ssRNA(+),1273,,,,spike protein,Cambodia,Cambodia,,Cynopterus brachyotis,feces,2011-09-12,,,spike protein [Cynopterus bat coronavirus]
URD31277,Hipposideros bat coronavirus,GenBank,,MZ293742,,,2022-05-29,PREDICT-CoV-52/PDF-1704,Hipposideros bat coronavirus,,Coronaviridae,ssRNA(+),1346,,,,spike protein,Malaysia,Malaysia,,Hipposideros diadema,feces,2013-08-22,,,spike protein [Hipposideros bat coronavirus]
URD31287,Mouse coronavirus,GenBank,,MZ293743,,,2022-05-29,PREDICT/PDF-2560,Mouse coronavirus,,Coronaviridae,ssRNA(+),1336,,,,spike protein,Uganda,Uganda,,Mus bufo,blood,2013-09-22,,,spike protein [Mouse coronavirus]
URD31300,Megaderma bat coronavirus,GenBank,,MZ293745,,,2022-05-29,SBB-010,Megaderma bat coronavirus,,Coronaviridae,ssRNA(+),1128,,,,spike protein,Bangladesh,Bangladesh,,Megaderma lyra,feces,2012-10-18,,,spike protein [Megaderma bat coronavirus]
URD31307,Megaderma bat coronavirus,GenBank,,MZ293746,,,2022-05-29,SBB-024,Megaderma bat coronavirus,,Coronaviridae,ssRNA(+),1128,,,,spike protein,Bangladesh,Bangladesh,,Megaderma lyra,feces,2012-10-19,,,spike protein [Megaderma bat coronavirus]
URD31314,Megaderma bat coronavirus,GenBank,,MZ293747,,,2022-05-29,SBB-041,Megaderma bat coronavirus,,Coronaviridae,ssRNA(+),1123,,,,spike protein,Bangladesh,Bangladesh,,Megaderma lyra,feces,2013-05-23,,,spike protein [Megaderma bat coronavirus]
URD31321,Megaderma bat coronavirus,GenBank,,MZ293748,,,2022-05-29,SBB-053,Megaderma bat coronavirus,,Coronaviridae,ssRNA(+),1123,,,,spike protein,Bangladesh,Bangladesh,,Megaderma lyra,feces,2013-05-23,,,spike protein [Megaderma bat coronavirus]
URD31328,Megaderma bat coronavirus,GenBank,,MZ293749,,,2022-05-29,SBB-120,Megaderma bat coronavirus,,Coronaviridae,ssRNA(+),1125,,,,spike protein,Bangladesh,Bangladesh,,Megaderma lyra,feces,2012-12-22,,,spike protein [Megaderma bat coronavirus]
URD31335,Megaderma bat coronavirus,GenBank,,MZ293750,,,2022-05-29,SBB-122,Megaderma bat coronavirus,,Coronaviridae,ssRNA(+),1125,,,,spike protein,Bangladesh,Bangladesh,,Megaderma lyra,feces,2012-12-22,,,spike protein [Megaderma bat coronavirus]
URD31342,Megaderma bat coronavirus,GenBank,,MZ293751,,,2022-05-29,SBB-130,Megaderma bat coronavirus,,Coronaviridae,ssRNA(+),1129,,,,spike protein,Bangladesh,Bangladesh,,Megaderma lyra,feces,2013-05-21,,,spike protein [Megaderma bat coronavirus]
URD31349,Rousettus bat coronavirus,GenBank,,MZ293752,,,2022-05-29,SBB-726,Rousettus bat coronavirus GCCDC1,Betacoronavirus,Coronaviridae,ssRNA(+),1280,,,,spike protein,Bangladesh,Bangladesh,,Rousettus leschenaultii,,2012-07-14,,,spike protein [Rousettus bat coronavirus]
URD31357,Rousettus bat coronavirus,GenBank,,MZ293753,,,2022-05-29,SBB-747,Rousettus bat coronavirus GCCDC1,Betacoronavirus,Coronaviridae,ssRNA(+),1278,,,,spike protein,Bangladesh,Bangladesh,,Rousettus leschenaultii,,2008-09-05,,,spike protein [Rousettus bat coronavirus]
URD31365,Rousettus bat coronavirus,GenBank,,MZ293754,,,2022-05-29,SBB-788,Rousettus bat coronavirus GCCDC1,Betacoronavirus,Coronaviridae,ssRNA(+),1280,,,,spike protein,Bangladesh,Bangladesh,,Rousettus leschenaultii,,2008-10-02,,,spike protein [Rousettus bat coronavirus]
URD31373,Rousettus bat coronavirus,GenBank,,MZ293755,,,2022-05-29,SBB-797,Rousettus bat coronavirus GCCDC1,Betacoronavirus,Coronaviridae,ssRNA(+),1279,,,,spike protein,Bangladesh,Bangladesh,,Rousettus leschenaultii,,2008-10-02,,,spike protein [Rousettus bat coronavirus]
URD31381,Rousettus bat coronavirus,GenBank,,MZ293756,,,2022-05-29,SBB-943,Rousettus bat coronavirus GCCDC1,Betacoronavirus,Coronaviridae,ssRNA(+),1277,,,,spike protein,Bangladesh,Bangladesh,,Rousettus leschenaultii,,2012-08-27,,,spike protein [Rousettus bat coronavirus]
URD31390,Hipposideros bat coronavirus,GenBank,,MZ293757,,,2022-05-29,PREDICT-CoV-51/PDF-0663,Hipposideros bat coronavirus,,Coronaviridae,ssRNA(+),1402,,,,spike protein,Malaysia,Malaysia,,Hipposideros cervinus,feces,2012-12-13,,,spike protein [Hipposideros bat coronavirus]
UQT19597,Human coronavirus OC43,GenBank,,MW411432,,"Hu,P., Yuan,M., Ruan,J., Yu,M., Duan,Y.",2022-05-22,Shenzhen/Nanshan/20200604/LKH,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),1358,G,,,spike protein,China,China,,Homo sapiens,,2020-06-04,,,spike protein [Human coronavirus OC43]
UQT19605,Human coronavirus OC43,GenBank,,MW411433,,"Hu,P., Yuan,M., Ruan,J., Yu,M., Duan,Y.",2022-05-22,Shenzhen/Nanshan/20200604/HJD,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),1358,G,,,spike protein,China,China,,Homo sapiens,,2020-06-04,,,spike protein [Human coronavirus OC43]
BDI54764,Avian coronavirus,GenBank,,LC710779,,"Xing,N.",2022-05-21,Beaudette-FUB,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,,,,spike glycoprotein,Germany,Germany,,Gallus gallus,,2016,,,spike glycoprotein [Avian coronavirus]
UQM93967,Infectious bronchitis virus,GenBank,,ON350836,,"Weng,W., Liu,Q., Xue,W., Wang,H., Fang,S., Sun,Y., Tan,L., Song,C., Qiu,X., Liu,W., Ding,C., Liao,Y.",2022-05-18,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,,,,spike protein,Netherlands,Netherlands,,Gallus gallus,,,,,spike protein [Infectious bronchitis virus]
UQM93977,Infectious bronchitis virus,GenBank,,ON350837,,"Weng,W., Liu,Q., Xue,W., Wang,H., Fang,S., Sun,Y., Tan,L., Song,C., Qiu,X., Liu,W., Ding,C., Liao,Y.",2022-05-18,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,,,,spike protein [Infectious bronchitis virus]
UQE85383,raccoon dog coronavirus,GenBank,,MW356787,,"Liu,Y., Chen,X., An,X., Lin,W., Liu,W., Zhao,F., Liu,C., Li,L., Shi,M., Ren,H., Tong,Y., Song,L.",2022-05-14,,raccoon dog coronavirus,,Coronaviridae,ssRNA(+),1452,,,,spike protein,China,China,,Nyctereutes procyonoides,,2019,,,spike protein [raccoon dog coronavirus]
UNQ77308,Porcine epidemic diarrhea virus,GenBank,,OL411879,,"Xu,L., Zhou,Y.",2022-05-12,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,China,China,,Sus scrofa,,2021-08,,,spike protein [Porcine epidemic diarrhea virus]
UPK83277,Swine enteric coronavirus,GenBank,,MT821905,,"Papetti,A., Bonilauri,P., Chiapponi,C., Boniotti,M.B.",2022-04-30,,Alphacoronavirus 1,Alphacoronavirus,Coronaviridae,ssRNA(+),1383,,,,spike glycoprotein,Italy,Italy,,Sus scrofa,,2019-03-04,,,spike glycoprotein [Swine enteric coronavirus]
UPA71938,Porcine hemagglutinating encephalomyelitis virus,GenBank,,OL542832,,"Kim,Y., Lee,K.M., Jang,G., Lee,C., Lee,D.",2022-04-24,GNU-2113,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),1349,,,1,spike protein,South Korea,South Korea,,Sus scrofa,,2021-01,,,spike protein [Porcine hemagglutinating encephalomyelitis virus]
UOS85847,Feline coronavirus,GenBank,,MW308128,,"Tekes,G., Ehmann,R., Hain,T., Ziebuhr,J.",2022-04-17,VP1a,Alphacoronavirus 1,Alphacoronavirus,Coronaviridae,ssRNA(+),1470,,,,spike protein,Germany: Kassel,Germany,,Felis catus,,2006,,,spike protein [Feline coronavirus]
UOT08774,Infectious bronchitis virus,GenBank,,MW815494,,"Sun,L., Xu,M., Feng,J., Zhao,Y., Zhang,G.",2022-04-17,CK/CH/TJ1904,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1171,,,,spike protein,China: Tianjin,China,,Aves,,2019-04,,,spike protein [Infectious bronchitis virus]
UOT08783,Infectious bronchitis virus,GenBank,,MW815495,,"Sun,L., Xu,M., Feng,J., Zhao,Y., Zhang,G.",2022-04-17,CK/CH/NP2011,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1170,,,,spike protein,China,China,,Aves,,2020-11-03,,,spike protein [Infectious bronchitis virus]
UOP57204,Human coronavirus OC43,GenBank,,OK391225,,"Zhang,Z., Liu,W., Zhang,S., Wei,P., Zhang,L., Chen,D., Qiu,S., Li,X., Zhao,J., Shi,Y., Zhou,R., Wang,Y.",2022-04-16,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),1356,,,1,spike protein,China,China,,Homo sapiens,oronasopharynx,2019-02-24,,,spike protein [Human coronavirus OC43]
UOP57214,Human coronavirus OC43,GenBank,,OK391226,,"Zhang,Z., Liu,W., Zhang,S., Wei,P., Zhang,L., Chen,D., Qiu,S., Li,X., Zhao,J., Shi,Y., Zhou,R., Wang,Y.",2022-04-16,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),1356,,,1,spike protein,China,China,,Homo sapiens,oronasopharynx,2019-05-04,,,spike protein [Human coronavirus OC43]
UOP57224,Human coronavirus OC43,GenBank,,OK391227,,"Zhang,Z., Liu,W., Zhang,S., Wei,P., Zhang,L., Chen,D., Qiu,S., Li,X., Zhao,J., Shi,Y., Zhou,R., Wang,Y.",2022-04-16,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),1347,,,1,spike protein,China,China,,Homo sapiens,oronasopharynx,2019-07-14,,,spike protein [Human coronavirus OC43]
UOK93811,Swine enteric alphacoronavirus,GenBank,,OM994417,,"Mei,X.Q., Qin,P., Yang,Y.L., Liao,M., Liang,Q.Z., Zhao,Z., Shi,F.S., Wang,B., Huang,Y.W.",2022-04-13,,Swine enteric alphacoronavirus,Alphacoronavirus,Coronaviridae,ssRNA(+),1130,,,1,spike protein,China,China,,Sus scrofa,feces,2017,,,spike protein [Swine enteric alphacoronavirus]
UOI88120,Equine coronavirus,GenBank,,OM937885,,"Qi,P.F., Gao,X.Y., Ji,J.K., Zhang,Y., Yang,S.H., Cheng,K.H., Cui,N., Zhu,M.L., Hu,T., Dong,X., Yan,B., Wang,C.F., Yang,H.J., Shi,W.F., Zhang,W., Qi,P.-F., Gao,X.-Y., Ji,J.-K., Shi,W.-F.",2022-04-12,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),1363,,,1,spike protein,China,China,,Equus asinus,,2020,,,spike protein [Equine coronavirus]
UOF83189,Infectious bronchitis virus,GenBank,,OM912676,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2731/21,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,GI-3 (Holte/Iowa-97),,1,spike glycoprotein,Mexico: Central,Mexico,,Gallus gallus,,2021-06-23,,,spike glycoprotein [Infectious bronchitis virus]
UOF83202,Infectious bronchitis virus,GenBank,,OM912677,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2360/20,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1169,GI-9 (Arkansas type),,1,spike glycoprotein,Mexico: South,Mexico,,Gallus gallus,,2020-11-25,,,spike glycoprotein [Infectious bronchitis virus]
UOF83213,Infectious bronchitis virus,GenBank,,OM912678,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2359/20,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1169,GI-9 (Arkansas type),,1,spike glycoprotein,Mexico: South,Mexico,,Gallus gallus,,2020-11-25,,,spike glycoprotein [Infectious bronchitis virus]
UOF83225,Infectious bronchitis virus,GenBank,,OM912679,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2752/21,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1164,GI-13 (793B or 4/91-like),,1,spike glycoprotein,Mexico: South,Mexico,,Gallus gallus,,2021-07-20,,,spike glycoprotein [Infectious bronchitis virus]
UOF83238,Infectious bronchitis virus,GenBank,,OM912680,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2353/20,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1164,GI-13 (793B or 4/91-like),,1,spike glycoprotein,Mexico: South,Mexico,,Gallus gallus,,2020-11-25,,,spike glycoprotein [Infectious bronchitis virus]
UOF83251,Infectious bronchitis virus,GenBank,,OM912681,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2754/21,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,GI-1 (Mass-type),,1,spike glycoprotein,Mexico: South,Mexico,,Gallus gallus,,2021-07-20,,,spike glycoprotein [Infectious bronchitis virus]
UOF83263,Infectious bronchitis virus,GenBank,,OM912682,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2354/20,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1164,GI-13 (793B or 4/91-like),,1,spike glycoprotein,Mexico: South,Mexico,,Gallus gallus,,2020-11-25,,,spike glycoprotein [Infectious bronchitis virus]
UOF83276,Infectious bronchitis virus,GenBank,,OM912683,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2743/21,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,GI-1 (Mass-type),,1,spike glycoprotein,Mexico: South,Mexico,,Gallus gallus,,2021-07-11,,,spike glycoprotein [Infectious bronchitis virus]
UOF83289,Infectious bronchitis virus,GenBank,,OM912684,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2602/21,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,GI-1 (Mass-type),,1,spike glycoprotein,Mexico: South,Mexico,,Gallus gallus,,2021-04-01,,,spike glycoprotein [Infectious bronchitis virus]
UOF83302,Infectious bronchitis virus,GenBank,,OM912685,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2598/21,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1150,GI-1 (Mass-type),,1,spike glycoprotein,Mexico: North,Mexico,,Gallus gallus,,2021-04-01,,,spike glycoprotein [Infectious bronchitis virus]
UOF83314,Infectious bronchitis virus,GenBank,,OM912686,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2753/21,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1164,GI-13 (793B or 4/91-like),,1,spike glycoprotein,Mexico: South,Mexico,,Gallus gallus,,2021-07-20,,,spike glycoprotein [Infectious bronchitis virus]
UOF83327,Infectious bronchitis virus,GenBank,,OM912687,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2748/21,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1162,GI-1 (Mass-type),,1,spike glycoprotein,Mexico: South,Mexico,,Gallus gallus,,2021-07-15,,,spike glycoprotein [Infectious bronchitis virus]
UOF83340,Infectious bronchitis virus,GenBank,,OM912688,,"Kariithi,H.M., Volkening,J.D., Leyson,C.M., Afonso,C.L., Christy,N., Decanini,E.L., Lemiere,S., Suarez,D.L.",2022-04-10,IBV/ck/MEX/2742/21,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1169,GI-9 (Arkansas type),,1,spike glycoprotein,Mexico: South,Mexico,,Gallus gallus,,2021-07-11,,,spike glycoprotein [Infectious bronchitis virus]
